FECH; FOR.ACC ; ACTECA ; ACTECB ; ACTECC ; ACTECD ; ACTECE ; ACTECF ; ACTECG ; ACTECH ; ACTECI ; ACTECAJ ; ACTECAK ; ACTECL ; ACTECM ; ACTECN ; ACTECO ; ACTECZ ; TOT 
Julio_2021;OTRAS FORMAS; 15 ; 19 ; 51 ; 250 ; 6 ; 111 ; 62 ; 22 ; 105 ; 3 ; 107 ; 45 ; 2 ; 89 ; 34 ; 3 ; 924 
Julio_2021; TOTAL ; 30 ; 29 ; 168 ; 610 ; 16 ; 415 ; 262 ; 52 ; 333 ; 7 ; 408 ; 147 ; 3 ; 153 ; 116 ; 9 ; 2,758 
Agosto_2021;AGRESION CON ARMAS;;;;;; 1 ;; 1 ;;;;;;;;; 2 
Agosto_2021;APRISIONAMIENTO O ATRAPAMIENTO; 1 ;; 21 ; 45 ;; 14 ; 16 ; 6 ; 8 ;; 30 ; 4 ;;; 5 ;; 150 
Agosto_2021;ATROPELLAMIENTO POR ANIMALES;;;;;;;;;;;;;;;; 1 ; 1 
Agosto_2021;ATROPELLAMIENTO POR VEHICULOS;;; 4 ; 2 ;; 1 ; 1 ;;;; 1 ; 1 ;;;;; 10 
Agosto_2021;CAIDA DE OBJETOS;;; 21 ; 31 ; 3 ; 28 ; 14 ; 1 ; 13 ;; 26 ; 26 ; 1 ; 6 ; 12 ;; 182 
Agosto_2021;CAIDA DE PERSONAL DE ALTURA; 2 ;; 5 ; 11 ;; 16 ; 3 ; 3 ; 11 ;; 17 ; 8 ; 1 ; 4 ; 3 ; 1 ; 85 
Agosto_2021;CAIDA DE PERSONAS A NIVEL; 3 ; 2 ; 10 ; 26 ; 1 ; 22 ; 31 ; 5 ; 36 ;; 59 ; 16 ;; 19 ; 13 ;; 243 
Agosto_2021;CAIDA DE PERSONAS AL AGUA;;;;;;;;; 2 ;;;;;;;; 2 
Agosto_2021;CHOQUE CONTRA OBJETO;;; 9 ; 16 ;; 16 ; 8 ; 4 ; 6 ;; 13 ;;; 3 ; 4 ;; 79 
Agosto_2021;CHOQUE DE VEHICULOS;;; 3 ;;; 2 ;;; 1 ;; 1 ;;;;;; 7 
Agosto_2021;CONTACTO CON CALOR;;; 2 ; 3 ;;;; 2 ; 2 ;; 4 ;;;;;; 13 
Agosto_2021;CONTACTO CON ELECTRICIDAD;;;; 1 ;; 3 ;;;;; 1 ;;; 1 ;;; 6 
Agosto_2021;CONTACTO CON FRIO;;;; 1 ;;;;;;;;;;;;; 1 
Agosto_2021;CONTACTO CON FUEGO;;;; 3 ;;;;;;;;;;;;; 3 
Agosto_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;; 1 ; 5 ;;;;;;; 1 ;;;;;; 7 
Agosto_2021;CONTACTO CON PRODUCTOS QUIMICOS; 2 ; 1 ; 6 ; 6 ;; 3 ; 7 ;;;; 10 ;;; 1 ; 2 ;; 38 
Agosto_2021;DERRUMBES O DESPLOMES DE INSTALACIONES;;;; 1 ;;;;;;; 2 ;;;;;; 3 
Agosto_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 4 ;; 7 ; 60 ;; 48 ; 28 ; 5 ; 27 ;; 56 ; 7 ;; 5 ; 12 ;; 259 
Agosto_2021;EXPLOSION O IMPLOSION;;; 3 ;;;;;;;;;;;; 1 ;; 4 
Agosto_2021;EXPOSICION A PRODUCTOS QUIMICOS;;;;;; 1 ;;;;; 1 ;;;; 1 ;; 3 
Agosto_2021;EXPOSICION AL CALOR;;;; 1 ;;;;; 1 ;; 1 ;;; 1 ;;; 4 
Agosto_2021;FALLA EN MECANISMOS PARA TRABAJOS HIPERBARICOS;;; 2 ;;;;;;;;;;;;;; 2 
Agosto_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 1 ; 2 ; 37 ; 51 ; 2 ; 60 ; 20 ; 2 ; 30 ; 1 ; 60 ; 28 ;; 5 ; 14 ; 1 ; 314 
Agosto_2021;MORDEDURA DE ANIMALES; 1 ;;; 3 ;; 1 ; 1 ;; 2 ; 1 ; 4 ; 4 ;; 1 ; 1 ;; 19 
Agosto_2021;PISADAS SOBRE OBJETO;;; 9 ; 5 ; 1 ; 3 ; 1 ;; 2 ;; 3 ; 2 ; 2 ;; 2 ;; 30 
Agosto_2021;OTRAS FORMAS; 25 ; 5 ; 43 ; 254 ; 2 ; 87 ; 65 ; 19 ; 126 ; 3 ; 144 ; 22 ; 1 ; 47 ; 46 ; 1 ; 890 
Agosto_2021; TOTAL ; 39 ; 10 ; 183 ; 525 ; 9 ; 306 ; 195 ; 48 ; 267 ; 5 ; 434 ; 118 ; 5 ; 93 ; 116 ; 4 ; 2,357 
Setiembre_2021;AGRESION CON ARMAS; - ; - ; 1 ; - ; 1 ; 1 ; - ; - ; - ; - ; 3 ; - ; - ; - ; - ; - ; 6 
Setiembre_2021;APRISIONAMIENTO O ATRAPAMIENTO; 2 ; - ; 13 ; 52 ; 1 ; 10 ; 12 ; 3 ; 11 ; - ; 27 ; 2 ; - ; 1 ; 7 ; 1 ; 142 
Setiembre_2021;ATROPELLAMIENTO POR VEHICULOS; - ; - ; - ; 1 ; - ; 2 ; 1 ; 1 ; 2 ; - ; 2 ; - ; - ; - ; - ; - ; 9 
Setiembre_2021;CAIDA DE OBJETOS; 4 ; - ; 9 ; 46 ; - ; 35 ; 22 ; 1 ; 13 ; - ; 35 ; 3 ; - ; 1 ; 11 ; - ; 180 
Setiembre_2021;CAIDA DE PERSONAL DE ALTURA; 2 ; - ; 3 ; 21 ; - ; 15 ; 9 ; 2 ; 14 ; - ; 19 ; 3 ; - ; 3 ; 7 ; - ; 98 
Setiembre_2021;CAIDA DE PERSONAS A NIVEL; 1 ; - ; 8 ; 33 ; - ; 38 ; 26 ; 5 ; 32 ; 1 ; 48 ; 11 ; - ; 21 ; 19 ; 2 ; 245 
Setiembre_2021;CAIDA DE PERSONAS AL AGUA; - ; - ; - ; 1 ; - ; - ; - ; - ; 1 ; - ; 1 ; 1 ; - ; - ; - ; - ; 4 
Setiembre_2021;CHOQUE CONTRA OBJETO; 1 ; - ; 2 ; 20 ; - ; 13 ; 12 ; 5 ; 10 ; - ; 13 ; - ; - ; 4 ; 5 ; - ; 85 
Setiembre_2021;CHOQUE DE VEHICULOS; - ; - ; 5 ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; 7 
Setiembre_2021;CONTACTO CON CALOR; - ; - ; 1 ; 1 ; - ; 1 ; - ; 2 ; - ; - ; 2 ; - ; - ; - ; - ; - ; 7 
Setiembre_2021;CONTACTO CON ELECTRICIDAD; - ; - ; 1 ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; 3 
Setiembre_2021;CONTACTO CON FUEGO; - ; - ; - ; 3 ; - ; - ; 1 ; 2 ; 1 ; - ; - ; - ; - ; - ; - ; - ; 7 
Setiembre_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES; - ; - ; 1 ; 5 ; - ; - ; - ; 3 ; - ; - ; 4 ; - ; - ; - ; 1 ; - ; 14 
Setiembre_2021;CONTACTO CON PLAGUICIDAS; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
Setiembre_2021;CONTACTO CON PRODUCTOS QUIMICOS; 1 ; - ; 3 ; 8 ; - ; 1 ; 3 ; 1 ; 2 ; - ; 7 ; 1 ; - ; 1 ; 2 ; 1 ; 31 
Setiembre_2021;DERRUMBES O DESPLOMES DE INSTALACIONES; - ; - ; 2 ; 1 ; - ; 2 ; 1 ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; 7 
Setiembre_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 1 ; 1 ; 4 ; 53 ; 1 ; 33 ; 35 ; 3 ; 24 ; 1 ; 38 ; 11 ; 1 ; 9 ; 11 ; 1 ; 227 
Setiembre_2021;EXPLOSION O IMPLOSION; - ; - ; 1 ; 4 ; - ; - ; 1 ; - ; - ; - ; 6 ; - ; - ; - ; - ; - ; 12 
Setiembre_2021;EXPOSICION A PRODUCTOS QUIMICOS; - ; - ; - ; 3 ; - ; 1 ; 1 ; - ; - ; - ; 8 ; - ; - ; 1 ; - ; - ; 14 
Setiembre_2021;EXPOSICION A RADIACIONES IONIZANTES; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; 1 
Setiembre_2021;EXPOSICION A RADIACIONES NO IONIZANTES; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; 1 
Setiembre_2021;EXPOSICION AL CALOR; - ; - ; - ; - ; - ; - ; 1 ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; 2 
Setiembre_2021;FALLA EN MECANISMOS PARA TRABAJOS HIPERBARICOS; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; 1 
Setiembre_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 5 ; - ; 38 ; 71 ; 1 ; 40 ; 24 ; - ; 31 ; 1 ; 47 ; 10 ; - ; 6 ; 10 ; 2 ; 286 
Setiembre_2021;INCENDIO; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; 2 
Setiembre_2021;MORDEDURA DE ANIMALES; - ; - ; - ; - ; - ; - ; - ; - ; 3 ; - ; 1 ; 3 ; - ; - ; 1 ; - ; 8 
Setiembre_2021;PISADAS SOBRE OBJETO; 1 ; - ; 4 ; 1 ; - ; 8 ; 1 ; - ; 1 ; - ; 4 ; 1 ; - ; 3 ; - ; - ; 24 
Setiembre_2021;OTRAS FORMAS; 10 ; 4 ; 27 ; 225 ; 1 ; 73 ; 70 ; 15 ; 90 ; 1 ; 130 ; 21 ; - ; 57 ; 30 ; 6 ; 760 
Setiembre_2021; TOTAL ; 28 ; 5 ; 123 ; 551 ; 5 ; 273 ; 222 ; 44 ; 236 ; 4 ; 396 ; 67 ; 1 ; 107 ; 109 ; 13 ; 2,184 
Octubre_2021;AGRESION CON ARMAS; - ; - ; - ; 1 ; - ; - ; 1 ; - ; 1 ; - ; 1 ; - ; - ; - ; - ; - ; 4 
Octubre_2021;APRISIONAMIENTO O ATRAPAMIENTO; - ; - ; 5 ; 56 ; - ; 11 ; 16 ; - ; 8 ; - ; 19 ; 3 ; - ; 6 ; 6 ; - ; 130 
Octubre_2021;ATROPELLAMIENTO POR VEHICULOS; 1 ; - ; - ; - ; - ; - ; 1 ; - ; 1 ; - ; 1 ; 1 ; - ; - ; - ; - ; 5 
Octubre_2021;CAIDA DE OBJETOS; 7 ; 1 ; 8 ; 48 ; 2 ; 32 ; 24 ; 1 ; 16 ; - ; 43 ; 3 ; - ; - ; 17 ; - ; 202 
Octubre_2021;CAIDA DE PERSONAL DE ALTURA; - ; - ; 5 ; 8 ; - ; 14 ; 11 ; 1 ; 12 ; 2 ; 14 ; 12 ; - ; 1 ; 3 ; - ; 83 
Octubre_2021;CAIDA DE PERSONAS A NIVEL; 4 ; 2 ; 2 ; 16 ; - ; 29 ; 21 ; 6 ; 36 ; 2 ; 53 ; 18 ; 1 ; 13 ; 9 ; 2 ; 214 
Octubre_2021;CAIDA DE PERSONAS AL AGUA; - ; - ; - ; 1 ; - ; - ; - ; - ; 1 ; - ; 1 ; - ; - ; - ; - ; - ; 3 
Octubre_2021;CHOQUE CONTRA OBJETO; 1 ; - ; 5 ; 26 ; - ; 8 ; 6 ; 1 ; 5 ; - ; 28 ; 2 ; 1 ; 3 ; 1 ; 1 ; 88 
Octubre_2021;CHOQUE DE VEHICULOS; - ; - ; - ; - ; - ; 4 ; 1 ; - ; - ; - ; - ; 1 ; - ; - ; 1 ; - ; 7 
Octubre_2021;CONTACTO CON CALOR; - ; - ; - ; 4 ; - ; - ; 1 ; - ; 1 ; - ; 2 ; - ; - ; 2 ; - ; - ; 10 
Octubre_2021;CONTACTO CON ELECTRICIDAD; - ; - ; 1 ; 1 ; - ; 1 ; 1 ; - ; - ; - ; 3 ; - ; - ; - ; 1 ; - ; 8 
Octubre_2021;CONTACTO CON FUEGO; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 2 ; 1 ; - ; 1 ; - ; - ; 4 
Octubre_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES; - ; - ; 2 ; 3 ; - ; - ; 2 ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; 8 
Octubre_2021;CONTACTO CON PLAGUICIDAS; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; 2 
Octubre_2021;CONTACTO CON PRODUCTOS QUIMICOS; 1 ; - ; 2 ; 6 ; - ; 1 ; 4 ; - ; 4 ; - ; 11 ; - ; - ; 1 ; - ; - ; 30 
Octubre_2021;DERRUMBES O DESPLOMES DE INSTALACIONES; - ; - ; - ; - ; - ; 5 ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; 6 
Octubre_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 2 ; 1 ; 6 ; 51 ; - ; 52 ; 31 ; 2 ; 35 ; 1 ; 51 ; 6 ; - ; 10 ; 22 ; 2 ; 272 
Octubre_2021;EXPLOSION O IMPLOSION; 1 ; - ; - ; - ; - ; 1 ; - ; - ; 1 ; - ; - ; - ; - ; - ; 1 ; - ; 4 
Octubre_2021;EXPOSICION A PRODUCTOS QUIMICOS; 1 ; - ; 1 ; 3 ; - ; - ; 1 ; - ; - ; - ; 8 ; - ; - ; - ; - ; - ; 14 
Octubre_2021;EXPOSICION A RADIACIONES NO IONIZANTES; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
Octubre_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 4 ; 1 ; 17 ; 62 ; - ; 46 ; 23 ; 4 ; 40 ; - ; 54 ; 14 ; 1 ; 6 ; 18 ; 5 ; 295 
Octubre_2021;MORDEDURA DE ANIMALES; - ; - ; - ; 3 ; 1 ; 1 ; 1 ; - ; - ; 2 ; 1 ; 1 ; - ; - ; 1 ; - ; 11 
Octubre_2021;PISADAS SOBRE OBJETO; - ; - ; 2 ; 5 ; - ; 10 ; - ; - ; 1 ; - ; 5 ; 1 ; - ; - ; 1 ; - ; 25 
Octubre_2021;OTRAS FORMAS; 14 ; 6 ; 30 ; 208 ; - ; 99 ; 63 ; 15 ; 80 ; - ; 139 ; 29 ; - ; 50 ; 34 ; 6 ; 773 
Octubre_2021; TOTAL ; 36 ; 11 ; 87 ; 502 ; 3 ; 315 ; 208 ; 30 ; 242 ; 7 ; 438 ; 92 ; 3 ; 93 ; 116 ; 16 ; 2,199 
Noviembre_2021;AGRESION CON ARMAS;;;;;;;;;; 1 ; 3 ; 2 ;;; 1 ;; 7 
Noviembre_2021;APRISIONAMIENTO O ATRAPAMIENTO; 4 ;; 16 ; 60 ;; 11 ; 19 ; 3 ; 11 ;; 26 ; 2 ;; 7 ; 3 ;; 162 
Noviembre_2021;ATROPELLAMIENTO POR ANIMALES; 1 ;;;;;;;;;;;;;;;; 1 
Noviembre_2021;ATROPELLAMIENTO POR VEHICULOS;;;; 3 ;;; 2 ;; 4 ;; 3 ; 1 ;;; 1 ;; 14 
Noviembre_2021;CAIDA DE OBJETOS; 6 ;; 8 ; 43 ;; 40 ; 40 ; 6 ; 20 ;; 32 ; 3 ;; 3 ; 11 ;; 212 
Noviembre_2021;CAIDA DE PERSONAL DE ALTURA;; 2 ; 8 ; 14 ; 1 ; 7 ; 7 ; 2 ; 16 ; 3 ; 16 ; 1 ;; 2 ; 14 ;; 93 
Noviembre_2021;CAIDA DE PERSONAS A NIVEL; 5 ; 1 ; 10 ; 48 ; 3 ; 37 ; 30 ; 9 ; 41 ; 2 ; 61 ; 15 ; 2 ; 29 ; 10 ;; 303 
Noviembre_2021;CHOQUE CONTRA OBJETO; 2 ;; 4 ; 21 ;; 7 ; 10 ; 1 ; 8 ;; 19 ; 1 ;; 2 ; 3 ;; 78 
Noviembre_2021;CHOQUE DE VEHICULOS;;; 1 ;;;; 1 ;;;; 1 ;;;;;; 3 
Noviembre_2021;CONTACTO CON CALOR;;; 1 ; 8 ;;; 5 ;; 1 ;; 2 ;;; 1 ;;; 18 
Noviembre_2021;CONTACTO CON ELECTRICIDAD;;; 3 ; 3 ;; 1 ;; 1 ;;; 1 ;;;;;; 9 
Noviembre_2021;CONTACTO CON FRIO;;; 1 ;;;;;; 1 ;;;;;;;; 2 
Noviembre_2021;CONTACTO CON FUEGO;;;; 1 ;; 1 ;; 2 ;;; 1 ;;;;;; 5 
Noviembre_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES; 1 ;; 2 ; 9 ;;; 1 ; 3 ;;; 1 ;;; 1 ; 1 ;; 19 
Noviembre_2021;CONTACTO CON PLAGUICIDAS;;;;;;;;;;;;;; 1 ;;; 1 
Noviembre_2021;CONTACTO CON PRODUCTOS QUIMICOS;;; 6 ; 11 ; 1 ; 3 ; 6 ;; 2 ;; 11 ; 1 ;; 4 ; 3 ;; 48 
Noviembre_2021;DERRUMBES O DESPLOMES DE INSTALACIONES;;; 4 ;;; 2 ;;;;;;;;;;; 6 
Noviembre_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 2 ; 1 ; 16 ; 65 ; 1 ; 53 ; 63 ; 1 ; 33 ; 1 ; 55 ; 6 ; 1 ; 12 ; 20 ; 4 ; 334 
Noviembre_2021;EXPLOSION O IMPLOSION;;; 3 ; 8 ;; 2 ; 1 ;; 3 ;; 7 ; 1 ;;; 1 ;; 26 
Noviembre_2021;EXPOSICION A PRODUCTOS QUIMICOS;;;; 2 ;; 1 ; 1 ;; 2 ;; 3 ;;; 1 ;;; 10 
Noviembre_2021;EXPOSICION AL CALOR;;; 1 ; 1 ;;;;;;; 1 ;;;;;; 3 
Noviembre_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 4 ; 2 ; 65 ; 64 ; 1 ; 40 ; 57 ; 5 ; 45 ;; 56 ; 9 ; 1 ; 5 ; 13 ; 4 ; 371 
Noviembre_2021;MORDEDURA DE ANIMALES;;;;;; 1 ;;; 1 ;; 3 ;;; 1 ; 1 ;; 7 
Noviembre_2021;PISADAS SOBRE OBJETO;;; 7 ; 8 ;; 13 ; 3 ;; 3 ;; 5 ; 1 ;;; 2 ; 1 ; 43 
Noviembre_2021;OTRAS FORMAS; 16 ; 4 ; 57 ; 263 ; 2 ; 81 ; 80 ; 14 ; 87 ;; 146 ; 35 ; 1 ; 63 ; 61 ; 2 ; 912 
Noviembre_2021; TOTAL ; 41 ; 10 ; 213 ; 632 ; 9 ; 300 ; 326 ; 47 ; 278 ; 7 ; 453 ; 78 ; 5 ; 132 ; 145 ; 11 ; 2,687 
Diciembre_2021;AGRESION CON ARMAS;;; 1 ;; 2 ;;;;;; 1 ; 3 ;;;;; 7 
Diciembre_2021;APRISIONAMIENTO O ATRAPAMIENTO; 6 ;; 21 ; 59 ; 1 ; 18 ; 16 ; 1 ; 8 ;; 22 ; 2 ; 1 ; 7 ; 4 ;; 166 
Diciembre_2021;ATROPELLAMIENTO POR ANIMALES;;;;;;;;;;;;;;; 1 ;; 1 
Diciembre_2021;ATROPELLAMIENTO POR VEHICULOS;;;;;; 2 ; 1 ;; 1 ;; 1 ; 6 ;;;;; 11 
Diciembre_2021;CAIDA DE OBJETOS; 8 ; 1 ; 15 ; 41 ; 1 ; 38 ; 19 ; 4 ; 18 ; 1 ; 33 ; 6 ; 1 ; 4 ; 15 ;; 205 
Diciembre_2021;CAIDA DE PERSONAL DE ALTURA; 2 ; 1 ; 5 ; 8 ;; 14 ; 10 ; 5 ; 14 ;; 18 ; 1 ;; 6 ; 6 ; 1 ; 91 
Diciembre_2021;CAIDA DE PERSONAS A NIVEL; 7 ; 3 ; 16 ; 33 ; 1 ; 25 ; 28 ; 7 ; 45 ;; 60 ; 22 ; 1 ; 57 ; 21 ;; 326 
Diciembre_2021;CAIDA DE PERSONAS AL AGUA;;; 1 ; 1 ;;;;;;; 1 ;;;;;; 3 
Diciembre_2021;CHOQUE CONTRA OBJETO; 1 ; 1 ; 11 ; 17 ; 1 ; 6 ; 15 ; 2 ; 4 ;; 8 ; 3 ;; 14 ; 2 ; 1 ; 86 
Diciembre_2021;CHOQUE DE VEHICULOS;;; 2 ;;;;;; 1 ;;;;;;;; 3 
Diciembre_2021;CONTACTO CON CALOR;;; 4 ; 5 ;; 1 ; 1 ; 3 ;;; 3 ; 1 ;;;;; 18 
Diciembre_2021;CONTACTO CON ELECTRICIDAD;;; 2 ; 1 ;; 2 ; 1 ; 1 ;;;;;;;;; 7 
Diciembre_2021;CONTACTO CON FUEGO;;;;;; 1 ;; 1 ;;; 1 ;;;;;; 3 
Diciembre_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;; 2 ; 7 ;;; 2 ; 3 ;;;;;; 1 ; 1 ;; 16 
Diciembre_2021;CONTACTO CON PRODUCTOS QUIMICOS;;; 15 ; 6 ;; 7 ; 2 ; 3 ; 3 ;; 9 ; 1 ;; 1 ; 1 ;; 48 
Diciembre_2021;DERRUMBES O DESPLOMES DE INSTALACIONES;;;;;; 2 ;; 1 ;;;;;;;;; 3 
Diciembre_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 1 ; 3 ; 9 ; 63 ;; 53 ; 42 ; 3 ; 38 ; 1 ; 41 ; 7 ; 1 ; 41 ; 9 ; 1 ; 313 
Diciembre_2021;EXPLOSION O IMPLOSION;;; 2 ; 1 ;;; 2 ;;;;;;;;;; 5 
Diciembre_2021;EXPOSICION A PRODUCTOS QUIMICOS;;;; 4 ;; 1 ; 1 ; 1 ; 1 ;; 2 ;;; 1 ;;; 11 
Diciembre_2021;EXPOSICION AL CALOR;;; 1 ;;;;; 1 ;;;;;;;;; 2 
Diciembre_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 6 ;; 42 ; 77 ;; 53 ; 35 ; 3 ; 44 ; 2 ; 47 ; 7 ; 2 ; 15 ; 17 ; 1 ; 351 
Diciembre_2021;INCENDIO;;;;;;;;;;; 1 ;;;;;; 1 
Diciembre_2021;MORDEDURA DE ANIMALES;;; 1 ;;; 1 ;;;;; 2 ; 3 ;; 1 ; 1 ;; 9 
Diciembre_2021;PISADAS SOBRE OBJETO;;; 2 ; 4 ;; 12 ; 3 ; 1 ; 11 ; 2 ; 2 ; 2 ; 1 ;; 3 ;; 43 
Diciembre_2021;OTRAS FORMAS; 11 ; 3 ; 88 ; 200 ; 6 ; 87 ; 73 ; 32 ; 103 ; 1 ; 136 ; 33 ; 5 ; 77 ; 54 ; 1 ; 910 
Diciembre_2021; TOTAL ; 42 ; 12 ; 240 ; 527 ; 12 ; 323 ; 251 ; 72 ; 291 ; 7 ; 388 ; 97 ; 12 ; 225 ; 135 ; 5 ; 2,639 
Enero_2022;AGRESION CON ARMAS;;;;;;;;; 1 ; 1 ;;;;;;; 2 
Enero_2022;APRISIONAMIENTO O ATRAPAMIENTO; 1 ;; 3 ; 29 ;; 4 ; 1 ; 1 ; 6 ;; 6 ; 2 ;; 1 ; 2 ;; 56 
Enero_2022;ATROPELLAMIENTO POR VEHICULOS; 1 ;; 1 ;;;;;; 1 ;; 1 ;;;;;; 4 
Enero_2022;CAIDA DE OBJETOS; 2 ;; 6 ; 29 ;; 15 ; 15 ;; 10 ;; 11 ; 3 ;; 1 ; 3 ;; 95 
Enero_2022;CAIDA DE PERSONAL DE ALTURA;; 2 ; 6 ; 5 ; 1 ; 4 ; 3 ; 2 ; 13 ;; 10 ;;;; 3 ;; 49 
Enero_2022;CAIDA DE PERSONAS A NIVEL; 1 ;; 2 ; 10 ; 1 ; 11 ; 12 ; 2 ; 11 ;; 16 ; 4 ; 1 ; 9 ; 3 ;; 83 
Enero_2022;CHOQUE CONTRA OBJETO;;; 3 ; 9 ; 1 ; 2 ; 3 ;; 2 ;; 8 ;;; 1 ; 2 ;; 31 
Enero_2022;CHOQUE DE VEHICULOS;;;; 1 ;;;;;;;;;;;;; 1 
Enero_2022;CONTACTO CON CALOR;;;; 1 ;;; 1 ;; 1 ;; 2 ;;;;;; 5 
Enero_2022;CONTACTO CON ELECTRICIDAD;;; 1 ;;;; 1 ;;;; 1 ;;;;;; 3 
Enero_2022;CONTACTO CON PLAGUICIDAS;;;; 1 ;; 1 ;;;;;;;;;;; 2 
Enero_2022;CONTACTO CON PRODUCTOS QUIMICOS;;; 1 ; 6 ;; 1 ; 1 ;; 1 ;; 4 ;;;;;; 14 
Enero_2022;DERRUMBES O DESPLOMES DE INSTALACIONES;;; 1 ;;;;;;;; 1 ;;; 1 ;;; 3 
Enero_2022;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS;;; 6 ; 26 ;; 10 ; 14 ; 2 ; 8 ;; 18 ; 4 ; 1 ; 9 ; 9 ;; 107 
Enero_2022;EXPOSICION A PRODUCTOS QUIMICOS;;;; 1 ;;; 2 ; 1 ;;; 1 ; 1 ;;; 1 ;; 7 
Enero_2022;EXPOSICION AL CALOR; 1 ;;; 1 ;;;; 1 ;;;;;;;;; 3 
Enero_2022;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 2 ;; 18 ; 33 ;; 24 ; 19 ;; 17 ;; 22 ; 4 ;; 4 ; 4 ;; 147 
Enero_2022;MORDEDURA DE ANIMALES;;;;;;;;; 1 ;;; 1 ;;; 1 ;; 3 
Enero_2022;PISADAS SOBRE OBJETO;;; 7 ;;; 1 ; 1 ;;;; 1 ;; 1 ; 1 ;;; 12 
Enero_2022;OTRAS FORMAS; 5 ;; 20 ; 134 ; 2 ; 40 ; 50 ; 6 ; 55 ; 1 ; 66 ; 15 ;; 50 ; 30 ; 2 ; 476 
Enero_2022; TOTAL ; 13 ; 2 ; 75 ; 286 ; 5 ; 113 ; 123 ; 15 ; 127 ; 2 ; 168 ; 34 ; 3 ; 77 ; 58 ; 2 ; 1,103 
Febrero_2022;AGRESION CON ARMAS; 1 ;;;;;; 1 ;;;; 6 ;;;;;; 8 
Febrero_2022;APRISIONAMIENTO O ATRAPAMIENTO; 1 ; 1 ; 7 ; 64 ; 1 ; 20 ; 29 ; 4 ; 18 ;; 24 ;;; 4 ; 9 ;; 182 
Febrero_2022;ATROPELLAMIENTO POR ANIMALES;;;;;;;;; 1 ;; 1 ;;;; 2 ;; 4 
Febrero_2022;ATROPELLAMIENTO POR VEHICULOS;;; 1 ; 1 ;;;;;;; 2 ;;;;;; 4 
Febrero_2022;CAIDA DE OBJETOS; 4 ;; 3 ; 38 ;; 26 ; 40 ; 2 ; 28 ; 1 ; 47 ; 5 ;;; 14 ;; 208 
Febrero_2022;CAIDA DE PERSONAL DE ALTURA;; 1 ; 3 ; 14 ;; 12 ; 10 ; 1 ; 24 ; 1 ; 30 ; 6 ; 2 ; 5 ; 4 ; 1 ; 114 
Febrero_2022;CAIDA DE PERSONAS A NIVEL; 6 ; 1 ; 5 ; 49 ; 3 ; 36 ; 19 ; 14 ; 58 ; 2 ; 77 ; 15 ; 3 ; 24 ; 22 ;; 334 
Febrero_2022;CAIDA DE PERSONAS AL AGUA;;;;;;; 1 ;;;;;;;;;; 1 
Febrero_2022;CHOQUE CONTRA OBJETO;;; 2 ; 14 ;; 7 ; 12 ; 2 ; 5 ;; 4 ; 2 ; 1 ; 1 ; 5 ; 1 ; 56 
Febrero_2022;CHOQUE DE VEHICULOS;;;;;;;;; 1 ;;;;;;;; 1 
Febrero_2022;CONTACTO CON CALOR;;;; 5 ;; 2 ; 6 ; 2 ; 2 ;; 1 ;;; 2 ; 1 ;; 21 
